section,parent,paid,share_of_all,type,employees,hq,evidence,payees_on_990,employee_source,notes,eric_ok
1: $1M+,Village of Evendale,1000000,0.09%,government,<100,OH,C,VILLAGE OF EVENDALE,https://local12.com/news/local/after-years-of-quietly-buying-up-property-evendale-ready-to-take-flight-with-aerohub,"Hamilton County village of about 2,800 residents that spent $9 million assembling land next to GE Aviation for its AeroHub advanced-manufacturing district, with Neyer Properties as master developer; the revitalization and OSIP grants funded that site work. Municipal staff count is not published in the sources found, so the bucket is a guess for a village government.",
1: $1M+,The J.M. Smucker Company,1000000,0.09%,business,5000+,OH,A,BIG HEART PET BRANDS,https://www.sec.gov/Archives/edgar/data/91419/000009141921000048/sjm-20210430.htm,"Big Heart Pet Brands is the pet-food subsidiary Smucker bought in 2015; Smucker's FY2021 10-K reports approximately 7,100 full-time employees worldwide and headquarters in Orrville, where the company was founded in 1897. JobsOhio's own release describes Smucker as an Ohio company for 125 years.",
1: $1M+,"DuPont de Nemours, Inc.",1000000,0.09%,business,5000+,DE,A,DUPONT SPECIALTY PRODUCTS USA LLC,https://www.sec.gov/Archives/edgar/data/1666700/000166670021000005/dd-20201231.htm,"Operating LLC for DuPont's Circleville Kapton film plant, which employed 500 when JobsOhio backed a $200 million expansion adding 46 jobs; the 2020 10-K reports approximately 34,000 employees worldwide at Wilmington-based DuPont de Nemours. DowDuPont became DuPont de Nemours after spinning off Dow and Corteva in 2019, so it was the parent in the fiscal 2020 grant year.",
1: $1M+,ExactCare Pharmacy LLC (Nautic Partners portfolio company),1000000,0.09%,business,100-499,OH,B,EXACT CARE PHARMACY LLC,https://www.exactcarepharmacy.com/about/,"Valley View home-delivery pharmacy for chronically ill patients; Form 5500 shows 356 plan participants in 2019 and JobsOhio counted 185 retained jobs for the 2020 grants. Private-equity firm Nautic Partners invested in 2016 and later merged ExactCare with Tabula Rasa HealthCare in 2023 to form AnewHealth, which was after the grant year.",
1: $1M+,"Toyodenso Co., Ltd.",1000000,0.09%,business,5000+,Japan,B,WEASTEC INC,https://weastec.com/about/about-toyodenso/,"JobsOhio's release says Weastec employed 184 people at its Dublin and Hillsboro sites and operates as a subsidiary of Japanese electrical-components maker Toyodenso Co., Ltd., a Honda supplier. Weastec's own site says Toyodenso employs more than 10,000 associates globally; the Form 5500 count of 177 (2019) covers only the US unit.",
1: $1M+,"Root, Inc.",1000000,0.09%,business,500-4999,OH,A,ROOT HOLDINGS INC (ROOT INC),https://www.sec.gov/Archives/edgar/data/1788882/000162828022003524/root-20211231.htm,"Columbus-headquartered auto insurer that went public in 2020; the 2021 10-K reports 1,571 full-time employees at December 31, 2021, followed by a 20 percent workforce reduction in January 2022. JobsOhio's release describes Root as conceived in Ohio, and Caret Holdings is its Form 5500 sponsor (1,286 participants in 2023).",
1: $1M+,American Family Mutual Insurance Company (AmFam),1000000,0.09%,business,5000+,WI,C,BOLD PENGUIN INC,https://newsroom.amfam.com/fast-facts/,"Columbus insurtech founded in 2016 and acquired by Madison, Wisconsin-based American Family Insurance in January 2021 (Business Wire, Columbus Dispatch), a year before the fiscal 2022 grant; AmFam's fast facts list about 13,500 employees for 2022. Bold Penguin itself had 78 retained Ohio jobs and 451 Form 5500 participants by 2023, so the 5000+ bucket reflects the parent, not the Columbus unit. Graded C: Wikipedia is the only source.",
1: $1M+,"Case Farms (Case Foods, Inc.)",1000000,0.09%,business,500-4999,NC,B,CASE FARMS PROCESSING INC,https://www.propublica.org/article/case-farms-chicken-industry-immigrant-workers-and-american-labor-law,"Privately held poultry processor headquartered in Troutman, North Carolina, whose four plants in Ohio and North Carolina employed more than 3,000 people per ProPublica's 2017 investigation; JobsOhio counted 346 retained jobs at the Winesburg plant for the $101.6 million expansion. Founder Thomas Shelton started the company in 1986 by buying the Winesburg, Ohio operation, so it began in Ohio though it is run from North Carolina.",
1: $1M+,Cleveland American Land LLC (developer unidentified),1000000,0.09%,site_development,<100,OH,D,CLEVELAND AMERICAN LAND LLC,https://www.jobsohio.com/incentives-programs/ohio-site-inventory-program,"Richfield-addressed LLC formed in 2020 that received a $1 million OSIP speculative-development grant in fiscal 2022-2023 with zero jobs retained. Searched the JobsOhio sitemap, Team NEO and Google News for a Richfield spec building tied to this name and found no release naming the developer; bucket is a best guess for a project vehicle.",
1: $1M+,Cincinnati Center City Development Corporation (3CDC),1000000,0.09%,site_development,100-499,OH,C,FOUNTAIN PLACE LLC,https://projects.propublica.org/nonprofits/organizations/200446324,"Fountain Place is the former Macy's-anchored building on Fountain Square that nonprofit developer 3CDC bought in January 2019 (matching the LLC's 2018-2019 formation) and rebuilt as The Foundry, 150,000 square feet of office and retail; the OSIP grant supported that speculative redevelopment. 3CDC's 2023 Form 990 shows $12.4 million in non-officer salaries, consistent with a staff in the low hundreds, but the LLC's ownership by 3CDC is inferred from the project rather than stated in a filing.",
1: $1M+,Mentor Industrial Development LLC (developer unidentified),1000000,0.09%,site_development,<100,OH,D,MENTOR INDUSTRIAL DEVELOPMENT,https://www.jobsohio.com/incentives-programs/ohio-site-inventory-program,"Mentor project LLC formed in 2018 that received a $1 million OSIP speculative-development grant in fiscal 2022-2023 with zero jobs retained. The only Mentor release on JobsOhio's site is MUM Industries' own plant expansion, which does not name this LLC; searched Team NEO and Google News for a Mentor spec building and found no developer, so the bucket is a best guess.",
1: $1M+,"AquaBounty Technologies, Inc.",1000000,0.09%,business,100-499,MA,A,AQUABOUNTY FARMS OHIO LLC,https://www.sec.gov/Archives/edgar/data/1603978/000160397824000013/aqb-20231231x10k.htm,"Project subsidiary for the genetically engineered salmon farm AquaBounty began building in Pioneer, Ohio; the Maynard, Massachusetts parent's 2023 10-K reports 104 team members at December 31, 2023. The same 10-K says the Pioneer farm was about 30 percent complete with construction paused, so the grant's job commitments had not been met as of the filing.",
1: $1M+,Masco Corporation,1000000,0.09%,business,5000+,MI,A,BEHR PROCESS CORPORATION,https://www.sec.gov/Archives/edgar/data/62996/000006299624000006/mas-20231231.htm,"Behr Process Corporation (Santa Ana, CA) is the paint subsidiary of Masco Corporation (NYSE: MAS, Livonia, MI), whose 2023 10-K reports approximately 18,000 employees at December 31, 2023. The grant supported Behr's new paint plant and warehouse in Heath, Licking County, opened April 2024 (WHIZ: whiznews.com/behr-expands-with-new-plant-in-heath/; JobsOhio metrics: 90 new jobs, about $390 million, December 2022).",
1: $1M+,"Bullen Ultrasonics, Inc.",1000000,0.09%,business,100-499,OH,B,BULLEN ULTRASONICS INC,https://www.jobsohio.com/newsroom/news-press/bullen-ultrasonics-investing-in-ohio-based-rd-facility-expansion,"Independent, family-owned ultrasonic machining company founded in Eaton, Ohio in 1971; the January 2023 JobsOhio release announced a $1 million R&D Center Grant for a $14 million expansion of its Eaton Technology Development Center. Form 5500 shows 169 plan participants in 2023 and JobsOhio lists 120 retained jobs, so the company sits in the low hundreds.",
1: $1M+,"CrossCountry Mortgage, LLC",1000000,0.09%,site_development,5000+,OH,B,CC SUPERIOR ACQUISITION LLC,https://www.prnewswire.com/news-releases/crosscountry-mortgage-celebrates-launch-of-46-million-headquarters-project-301310233.html,"Real-estate vehicle for CrossCountry Mortgage's $46 million headquarters restoration at 2160 Superior Avenue in Cleveland's Superior Arts District; JobsOhio's own metrics list a $1 million Revitalization Grant to CrossCountry Mortgage, LLC (September 2021) matching this payment, and the June 2021 release credits JobsOhio and says the company had nearly 6,800 employees. The LLC name is not spelled out in the coverage found, so the link rests on the name, address and grant match; CrossCountry was ",
1: $1M+,"ECP Oakridge Lau Parkway Holdings, LLC (developer unidentified)",1000000,0.09%,site_development,<100,OH,D,ECP OAKRIDGE LAU PARKWAY HOLDINGS LLC,https://www.jobsohio.com/incentives-programs/ohio-site-inventory-program,"JobsOhio metrics list this LLC for an Ohio Site Inventory Program spec-development grant in Montgomery County (February 2023); Lau Parkway is an industrial corridor in Englewood, the LLC uses a Columbus address, and the Dayton Business Journal reported on March 4, 2023 a 250,000 sq ft speculative building, the first in that community in 20 years, which is likely this project. The paywalled article could not be read and no JobsOhio or Dayton Development Coalition release names the developer behin",
1: $1M+,"Forge Biologics, Inc.",1000000,0.09%,business,100-499,OH,B,FORGE BIOLOGICS INC,https://www.forgebiologics.com/ajinomoto-co-inc-to-acquire-forge-biologics-for-620-million1/,"Venture-backed gene therapy CDMO founded in Columbus in 2020; during the FY2023 grant year it was independent, and its November 2023 release says the Columbus facility had over 300 employees (Form 5500: 298 participants in 2023). Ajinomoto Co. (Japan) agreed to acquire Forge for $620 million in November 2023, after the grant year; the January 2022 release ties the JobsOhio workforce grant to a plan to reach 400 employees.",
1: $1M+,"General Mills, Inc.",1000000,0.09%,business,5000+,MN,A,GENERAL MILLS INC,https://www.sec.gov/Archives/edgar/data/40704/000119312523177500/d523469d10k.htm,"Public company (NYSE: GIS) headquartered in Minneapolis; the fiscal 2023 10-K reports approximately 34,000 employees as of May 28, 2023. The grant supported a $100 million expansion of the Wellston, Jackson County Totino's plant (974 retained jobs, 30 new) announced by JobsOhio in August 2022.",
1: $1M+,Industrial Commercial Properties LLC,1000000,0.09%,site_development,<100,OH,C,KETTERING FOUNDERS LLC,https://www.jobsohio.com/newsroom/news-press/ohio-site-inventory-program-modernizes-1900-founders-drive,"Project LLC for the $7.5 million Ohio Site Inventory Program renovation of the vacant 140,000 sq ft office building at 1900 Founders Drive in Kettering's Miami Valley Research Park, led by Industrial Commercial Properties (ICP), a Cleveland-area private developer led by Chris Semarjian; JobsOhio metrics show the OSIP grant in June 2021. ICP's headcount is not published; the bucket reflects a mid-size real estate firm and the LLC's Richfield address matches its Northeast Ohio base.",
1: $1M+,"LG Chem, Ltd.",1000000,0.09%,business,5000+,South Korea,C,LG CHEM AMERICA INC,https://www.lgchem.com/main/index,"LG Chem America, Inc. (Atlanta) is the US subsidiary of LG Chem, Ltd., Seoul, whose website lists 17,389 employees (12,943 in Korea, 4,446 abroad) and Wikipedia gives 20,000+ for 2022; JobsOhio metrics list a $1 million Economic Development Grant for 72 new jobs and $85.8 million at two new LG Chem plants in Ravenna, Portage County (October 2022), which broke ground in May 2022 per the Record-Courier. The 2023 Form 5500 count of 199 participants is for the US subsidiary only.",
1: $1M+,"Synergy & Mills Development (Beavercreek, OH)",1000000,0.09%,site_development,<100,OH,C,MILLS BARNETT SIRRIS HOLDINGS II LLC,https://dayton247now.com/news/local/prominent-dayton-builder-plans-two-new-office-buildings-near-wright-patt,"One of a series of Mills Barnett Sirris Holdings LLCs (II, III, IV) that JobsOhio metrics list for Ohio Site Inventory Program spec office buildings in Greene County for Wright-Patterson defense contractors; the Beavercreek address, the Mills name and Dayton Business Journal coverage of Synergy & Mills Development's speculative Class A office buildings along Colonel Glenn Highway point to that private Beavercreek developer (Barnett and Sirris are presumably co-investors). No document naming the ",
1: $1M+,"J.B. Poindexter & Co., Inc.",1000000,0.09%,business,5000+,TX,C,MORGAN TRUCK BODY LLC,https://www.jbpoindexter.com/about/,"Morgan Truck Body, LLC (Morgantown, PA) is a unit of privately held J.B. Poindexter & Co. (JBPCO), Houston, whose portfolio also includes Morgan Olson, Reading Truck and other manufacturers; the grant relates to Morgan's Orrville, Wayne County plant (JobsOhio metrics: 139 new jobs, $24.4 million, June 2020). The 2015 Form 5500 for Morgan alone showed 3,725 participants and Morgan Olson laid off over 900 workers at three plants in 2023, so the group exceeds 5,000, but JBPCO publishes no total hea",
1: $1M+,"Peak Park Holdco, LLC (developer unidentified)",1000000,0.09%,site_development,<100,OH,D,PEAK PARK HOLDCO LLC,https://www.jobsohio.com/incentives-programs/ohio-site-inventory-program,"JobsOhio metrics list Peak Park Holdco, LLC for an Ohio Site Inventory Program spec-development grant in Logan County (October 2021) with a Columbus address; the name likely refers to a business park near Bellefontaine, home to Ohio's highest point. Searched JobsOhio, Google News and Bellefontaine coverage without finding a release naming the developer, so size is a placeholder for a single-project LLC.",
1: $1M+,"The Opus Group (Opus Development Company, L.L.C.) with Balboa Real Estate Partners",1000000,0.09%,site_development,100-499,MN,B,UNION ODC BREP I LLC,https://tcbmag.com/2024-minnesota-family-business-awards-the-opus-group/,"Project LLC for Crossroads Logistics Park, a 213,000 sq ft speculative industrial building in Union, Ohio (Montgomery County) developed as a joint venture of Opus Development Company (ODC, part of The Opus Group, Minnetonka, MN) and Balboa Real Estate Partners (BREP); JobsOhio metrics list the OSIP grant under Balboa Real Estate Partners, LLC (April 2022). Twin Cities Business reported 206 Opus employees in 2024; Opus is a family-trust-owned private company founded in Minnesota in 1953.",
1: $1M+,Cuyahoga County Land Reutilization Corporation (Cuyahoga Land Bank),1000000,0.09%,government,<100,OH,B,CUYAHOGA COUNTY LAND REUTILIZATION CORP,https://cuyahogalandbank.org/about/our-team/,"Quasi-governmental nonprofit land bank created by Cuyahoga County in 2009 under Ohio's county land reutilization law, based in Cleveland (the Akron address in the 990 is a mailing anomaly); Form 5500 shows 49 plan participants in 2023, and the staff page lists a few dozen employees. JobsOhio metrics list an Ohio Site Inventory Program spec-development grant in April 2023 ($1.5 million commitment), matching the Land Bank's $3.5 million renovation of the former Mickey's building in East Cleveland ",
1: $1M+,"Weston, Inc., DiGeronimo Companies and Scannell Properties joint venture (Forward Innovation Center)",1000000,0.09%,site_development,100-499,OH,C,DROF BP I LLC,https://www.digeronimocompanies.com/,"NEOtrans reported in July 2021 that Weston, Inc. (Warrensville Heights), the DiGeronimo Cos. (Independence) and Scannell Properties (Indianapolis) formed DROF BP I LLC ('Ford' backwards, 'BP' for Brook Park) to buy the 210-acre former Ford Cleveland Engine Plant No. 2 site for $31.5 million and redevelop it as the Forward Innovation Center. The three partners are private; DiGeronimo Companies' site lists 1,700 employees, the largest of the three, so the bucket follows it, and the JobsOhio grant ",
1: $1M+,"National Resilience, Inc.",1000000,0.09%,business,500-4999,CA,B,RESILIENCE US INC,https://resilience.com/news/resilience-announces-625-million-series-d-financing-to-expand-network-bring-innovative-technologies-to-biomanufacturing,"Resilience US, Inc. is the operating subsidiary of National Resilience, Inc., a venture-backed biomanufacturing CDMO headquartered in San Diego during the grant year (it moved its headquarters to Blue Ash, Ohio in June 2026). Its June 2022 Series D release reported more than 1,600 employees across 10 North American facilities, and the December 2023 JobsOhio release reports 476 retained and 440 committed jobs at the West Chester plant bought from AstraZeneca in January 2023.",
2: low-confidence $250k+,Terrex Harris Ave LLC,990000,0.08%,site_development,<100,OH,D,TERREX HARRIS AVE LLC,https://news.google.com/rss/search?q=Terrex+%22Harris+Avenue%22,"No EDGAR, news, or JobsOhio record found for this single-property LLC (Revitalization Grant, 0 jobs retained); graded from the recipient's own Cincinnati address and naming pattern only.",
2: low-confidence $250k+,"Hanon Systems Co., Ltd.",949495,0.08%,business,5000+,South Korea,C,HANON SYSTEMS USA LLC,https://en.wikipedia.org/wiki/Hanon_Systems,"Hanon Systems USA LLC (Van Buren Township, MI) is the US subsidiary of Hanon Systems Co., Ltd., headquartered in Daejeon, South Korea, one of the world's largest auto thermal-management suppliers; Form 5500 count (319 to 669) reflects only the US entity. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,GATED Properties Global,925000,0.08%,site_development,<100,CA,C,GATED PROPERTIES GLOBAL I LLC,https://news.google.com/rss/search?q=Trotwood+spec+industrial+buildings,"OSIP spec-development grant for a speculative industrial building in Trotwood (Montgomery County); recipient's own address is the developer's Long Beach, CA office and no further corporate parent surfaced.",
2: low-confidence $250k+,Busche Performance Group,900000,0.08%,business,500-4999,IN,C,NA Busche LLC,https://news.google.com/rss/search?q=Busche+Performance+Group,"Recipient's own address (Fort Wayne, IN) matches Busche Performance Group, a privately held forged/machined-parts manufacturer with multiple plants; no exact employee count was found.",
2: low-confidence $250k+,CITY OF WAPAKONETA OHIO,900000,0.08%,government,unresolved,OH,B,CITY OF WAPAKONETA OHIO,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Phoenix International S.p.A.,900000,0.08%,business,500-4999,Italy,C,YOUNGSTOWN TOOL & DIE COMPANY INC,https://www.youngstowntool.com/about,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Phoenix International S.p.A.; rule result replaced. Company site says it was acquired in 2018 by Phoenix International S.p.A. of Verdello, Italy, a multi-country extrusion die group (worldwide headcount not confirmed; bucket estimated).",
2: low-confidence $250k+,Pointe Ventures LLC,900000,0.08%,business,<100,OH,D,POINTE VENTURES LLC,https://news.google.com/rss/search?q=%22Pointe+Ventures%22+LLC+Ohio,"No news, EDGAR, or Form 5500 record surfaced for this Columbus LLC; graded from the recipient_class_auto and its own address only, since JobsOhio's own metrics fields are blank for this row.",
2: low-confidence $250k+,TENBY PARTNERS LLC,900000,0.08%,site_development,unresolved,OH,B,TENBY PARTNERS LLC,,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,MUNICIPAL LIGHT PLANT LLC,880931,0.08%,government,unresolved,OH,B,MUNICIPAL LIGHT PLANT LLC,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,"Fortner Upholstering, Inc.",851500,0.07%,business,<100,OH,C,FORTNER UPHOLSTERING INC,https://news.google.com/rss/search?q=%22Fortner+Upholstering%22,"Small, independent commercial upholstery shop in Columbus; the Columbus Dispatch covered a facility move, and JobsOhio's own jobs-retained figure (37) caps its size.",
2: low-confidence $250k+,Complete Filter Media LLC,832508,0.07%,business,<100,OH,D,COMPLETE FILTER MEDIA LLC,https://news.google.com/rss/search?q=%22Complete+Filter+Media%22,"No news, EDGAR, or Form 5500 record found for this Lancaster manufacturer; graded from the Revitalization Grant program and zero jobs-retained figure alone.",
2: low-confidence $250k+,The Christian and Missionary Alliance,819525,0.07%,nonprofit,100-499,OH,C,THE CHRISTIAN AND MISSIONARY ALLIANCE,https://projects.propublica.org/nonprofits/organizations/131623940,"IRS/ProPublica records list the national office at 1 Alliance Place, Reynoldsburg, OH, though the 990 Schedule I address on this grant reads Colorado Springs, CO, the denomination's HQ before its move to Ohio; no staff count was found for the national office itself, so timing of the move relative to the 2023 grant is uncertain.",
2: low-confidence $250k+,Groupe Treves,800000,0.07%,business,500-4999,France,C,TREVES INC,https://fr.wikipedia.org/wiki/Tr%C3%A8ves_(entreprise),"Treves, Inc. (Fostoria, OH auto-parts plant) is a US subsidiary of France's Groupe Treves, an automotive interiors and acoustics supplier headquartered in Paris with about 4,600 employees across 27 plants as of 2024; exact grant-year (2018/2021) headcount was not found. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,Festo SE & Co. KG,800000,0.07%,business,5000+,Germany,C,FESTO CORPORATION,https://en.wikipedia.org/wiki/Festo,"Festo Corporation is the US arm of Festo SE & Co. KG, a family-owned German automation company headquartered in Esslingen am Neckar; its US Form 5500 plan alone had 1,107 participants in 2023, and the global group employs well over 5,000. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"Stanley Electric Co., Ltd.",750000,0.06%,business,5000+,Japan,C,Stanley Electric US Co Inc,https://en.wikipedia.org/wiki/Stanley_Electric,"Stanley Electric US Co Inc is the London, Ohio lighting plant of Stanley Electric Co., Ltd., a publicly traded Japanese manufacturer with over 16,000 employees across 67 factories and offices in 18 countries. Graded C: Wikipedia is the only source.",
2: low-confidence $250k+,"Just4ConstructionCom, LLC",750000,0.06%,business,<100,OH,D,JUST4CONSTRUCTIONCOM LLC,https://www.just4construction.com,"No JobsOhio metrics, news coverage, or SEC record exists for this Strongsville, Ohio recipient, and its likely web domain now redirects to a generic landing page, so size is a best guess from the $750,000 grant with no jobs-retained figure reported.",
2: low-confidence $250k+,"STAQ Pharma, Inc.",750000,0.06%,business,100-499,CO,C,STAQ PHARMA INC,https://news.google.com/rss/search?q=STAQ+Pharma+Denver,"SEC-registered STAQ Pharma, Inc. is based in Denver, CO, same state as its Form 5500 plan sponsor QualMed Pharmacy, Inc.; news coverage describes the Columbus-area plant as still ramping toward a 300-job target, so exact grant-year headcount is uncertain.",
2: low-confidence $250k+,"Zenni Optical, Inc.",750000,0.06%,business,500-4999,CA,C,ZENNI BUCK LLC,https://news.google.com/rss/search?q=Zenni+Optical+Central+Ohio+optical+village,"The recipient's Novato, CA address matches Zenni Optical's headquarters, and a Business Journals story describes Zenni building a manufacturing hub in central Ohio; no source gave an exact worldwide employee count for this online eyewear retailer/manufacturer.",
2: low-confidence $250k+,CLINTON COUNTY PORT AUTHORITY,742687,0.06%,government,unresolved,OH,B,CLINTON COUNTY PORT AUTHORITY,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,"T&C Rail Holdings, Inc.",725000,0.06%,business,<100,OH,D,T&C RAIL HOLDINGS INC,https://www.jobsohio.com/sitemap.xml,"No SEC filing, Form 5500, JobsOhio press release, or news story could be found for T&C Rail Holdings via EDGAR, Google News, Bing, or the JobsOhio site search; the bucket is a guess from the modest $125,000 project commitment and 40 jobs retained.",
2: low-confidence $250k+,"Fortuity Calling, LLC",700000,0.06%,business,100-499,OH,C,FORTUITY CALLING LLC,https://news.google.com/rss/search?q=Fortuity+Calling+Columbus+call+center,"Fortuity is a Franklinton (Columbus) social-enterprise call center with no external parent found; a 2019 Columbus Underground piece said it planned to employ 500, but later Dispatch/auditor coverage found many incentive-backed Ohio companies missed job commitments, so actual headcount is likely well under that target.",
2: low-confidence $250k+,"Relink Medical, LLC",700000,0.06%,business,100-499,OH,D,RELINK MEDICAL LLC,https://news.google.com/rss/search?q=Relink+Medical+Twinsburg,"No SEC or Form 5500 record turned up, and only one indirect news mention (Smart Business Dealmakers) was found; the $100,000 Workforce Grant and 28 jobs retained suggest a small independent medical-equipment reprocessing company, but the size is a guess.",
2: low-confidence $250k+,"CIC Group, Inc. (via Nooter Construction Company)",690000,0.06%,business,500-4999,MO,C,RMF NOOTER INC,https://profiles.crustdata.com/company/nooter-construction,"RMF Nooter (Toledo, founded 1947 as RMF Industrial Contracting) is a wholly owned subsidiary of Nooter Construction, which is held by employee-owned CIC Group of St. Louis, MO. Nooter Construction alone shows roughly 617 employees in Dec 2024 (LinkedIn-derived), and the Toledo unit's own 5500 plan had only 5-6 participants, so the bucket rests on the parent; JobsOhio lists 85 jobs retained at the site.",
2: low-confidence $250k+,"London Computer Systems, Inc.",685000,0.06%,business,100-499,OH,C,LONDON COMPUTER SYSTEMS INC,https://www.lcs.com/about-lcs/,"Founder-owned (Dave Hegemann, founded 1987, incorporated 1988) maker of Rent Manager software, HQ 9140 Waterstone Blvd, Cincinnati. Company timeline says 350 employees in 2020, matching 255 Form 5500 participants in 2019 and 177 jobs retained; it has since passed 500 (2026), but not in the grant years.",
2: low-confidence $250k+,"Garrett Day LLC (Michael Heitz, 50% owner)",675230,0.06%,site_development,<100,KY,C,GARRETT DAY LLC,https://caselaw.findlaw.com/court/crt-app-ohi-sec-dis-mon-cou/2033904.html,"Brownfield remediation developer that has cleaned up about 14 Dayton industrial sites (Howard Paper, Dayton Electroplate) with Clean Ohio and later JobsOhio revitalization grants; the 2019 appeals opinion names Michael Heitz as 50% owner but not the other half. No Form 5500, zero jobs retained, and the Lexington KY address is the LLC's mailing address; no headcount source found, so <100 is inferred from the business model.",
2: low-confidence $250k+,"Vigilant, LLC dba Vigilant Technology Solutions",674095,0.06%,business,<100,OH,C,VIGILANT LLC,https://www.buzzfile.com/business/Vigilant-Technology-Solutions-513-309-0672,"Privately held West Chester cybersecurity firm; directories list about 39-40 employees and Form 5500 had 20 participants in 2019. No JobsOhio or REDI Cincinnati release found for the 2022-2024 grants, which total $674K, large for a company this size, so the count is unverified.",
2: low-confidence $250k+,S&P Data LLC (S&P Data Digital),650000,0.06%,business,500-4999,Canada,C,S&P DATA OHIO LLC,https://www.datanyze.com/companies/s-p-data/266027458,"Cleveland Warehouse District call center (1500 W 3rd St) is the Ohio arm of S&P Data, a privately held Toronto-based contact-center group; directories put the group at roughly 1,075-1,319 employees and the Cleveland site at about 400, with JobsOhio listing 122 jobs retained. No Form 5500 for the Ohio LLC and no JobsOhio release found.",
2: low-confidence $250k+,"Benderson Development / Benderson Properties, Inc.",647172,0.06%,site_development,500-4999,FL,C,BENDERSON PROPERTIES INC,https://news.google.com/rss/search?q=Benderson+Properties+Ohio,"The recipient's own address (University Park, FL) is Benderson's corporate headquarters; Benderson is a large privately held real-estate developer/property manager, but no source found gave a precise current employee count.",
2: low-confidence $250k+,THE CONNOR GROUP A REAL ESTATE INVESTMENT FIRM LLC,640000,0.05%,site_development,unresolved,OH,B,THE CONNOR GROUP A REAL ESTATE INVESTMENT FIRM LLC,Form 5500 2023: 566 participants,Rule R4: site_development by name and IRC section; not in the business headline.,
2: low-confidence $250k+,"Taiho Kogyo Co., Ltd.",635000,0.05%,business,500-4999,Japan,C,TAIHO CORPORATION OF AMERICA,https://www.efast.dol.gov/5500search/,"Taiho Corporation of America is the long-documented U.S. manufacturing subsidiary of Taiho Kogyo Co., Ltd. (Aichi, Japan), a Toyota-affiliated engine-bearing maker; its own site (taihocorp.com) could not be reached this session, so this rests on established industry knowledge plus its own Form 5500 plan (288 participants in 2023).",
2: low-confidence $250k+,Greenfield Products Incorporated,630000,0.05%,business,<100,OH,D,GREENFIELD PRODUCTS INCORPORATED,https://www.greenfieldproducts.com/,"A company called Greenfield Products makes boat anchors and dock/mooring gear and has a live site, but nothing on it confirms an Ohio, Greenfield headquarters, so the match to this recipient (JobsOhio industry tag 'Energy & Chemicals') is unconfirmed; bucket is a guess from the $30,000 grant and 43 jobs retained.",
2: low-confidence $250k+,High Road Holdings LLC,629052,0.05%,business,<100,OH,D,HIGH ROAD HOLDINGS LLC,https://www.jobsohio.com/sitemap.xml,"No SEC filing, Form 5500, JobsOhio press release, or news story could be found for High Road Holdings via EDGAR, Google News, Bing, or the JobsOhio site search; the $629,052 spread across four small annual payments (2021-2024) suggests a small recurring incentive, so the bucket is a guess.",
2: low-confidence $250k+,"StandardAero, Inc.",610929,0.05%,business,5000+,AZ,C,PAS TECHNOLOGIES INC | STANDARDAERO COMPONENT SERVICES INC,Reuters coverage of the Carlyle Group's multibillion-dollar acquisition of StandardAero; JobsOhio jobs_retained_max=746 at the Cincinnati site as a floor | Vertical Mag/Helicopter Investor coverage of Carlyle Group's April 2019 purchase of StandardAero,"PAS Technologies (Hillsboro, OH) was acquired by StandardAero in 2017; the Carlyle Group completed its purchase of StandardAero in April 2019, the same fiscal year as this grant, making Carlyle-owned StandardAero (Scottsdale, AZ, a large multi-thousand-employee MRO provider) the ultimate parent. Note the PE owner is Carlyle Group. Graded C: Wikipedia is the only source. | StandardAero Component Services, Inc. is a subsidiary of StandardAero, Inc., a Scottsdale, Arizona-headquartered aircraft MRO",
2: low-confidence $250k+,SOUTHERN OHIO PORT AUTHORITY,608565,0.05%,government,unresolved,OH,B,SOUTHERN OHIO PORT AUTHORITY,,Rule R4: government by name and IRC section; not in the business headline.,
2: low-confidence $250k+,Scannell Properties,600000,0.05%,site_development,100-499,IN,C,SCANNELL PROPERTIES #317 LLC | Scannell Properties #277 LLC,"Connect CRE, REBusinessOnline coverage of Scannell Properties as a multi-region private industrial developer | https://www.linkedin.com/company/scannell-properties","Scannell #277 LLC is a numbered project entity of Scannell Properties, a privately held Indianapolis build-to-suit developer founded in 1990; LinkedIn shows 51-200 employees (155 listed). The Ohio project was not confirmed, though Scannell built Riddell's North Ridgeville plant around 2017. | Scannell Properties #317, LLC is a project-numbered single-purpose entity of Scannell Properties, a privately held Indianapolis-based industrial/logistics developer active in many states per trade press; no",
2: low-confidence $250k+,Songs at the Center,600000,0.05%,business,<100,OH,D,SONGS AT THE CENTER,https://www.dispatch.com,"No JobsOhio metrics or Form 5500 record exists for this EIN; Columbus Dispatch coverage describes a small father-daughter pizza-and-music venue in Worthington, not a company with a traceable outside parent. Graded D because no filing or press release confirms size or ownership; bucket picked from the venue's evident small scale.",
